airline,source_city,departure_time,stops,arrival_time,destination_city,classy,duration,days_left,price
Vistara,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,28,4501
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,5953
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,39,3090
GO_FIRST,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,26,3330
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,41,7575
Air_India,Delhi,Night,one,Night,Bangalore,Economy,27.08,46,5421
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,20,5040
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,14.17,39,3831
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,35,5504
Indigo,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,5,6953
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,14,10544
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,35,4496
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.0,49,4007
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.75,13,6848
Vistara,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,39,4501
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,16,3570
AirAsia,Delhi,Night,zero,Night,Bangalore,Economy,2.83,14,7426
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,8,9861
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,38,6089
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,24,2700
Air_India,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,8,7425
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,28,5610
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,29,7088
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,8.25,38,6008
Indigo,Delhi,Morning,one,Night,Bangalore,Economy,11.42,5,10523
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,26,4170
Air_India,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,4,7425
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,22,2700
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,28,5619
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,20,2700
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,48,4501
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,14,10154
Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,41,5761
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.42,20,3855
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,14,11625
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,16,4496
Air_India,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,2,21705
Indigo,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,19,3001
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,5,11616
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.67,41,3831
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,42,4500
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,28,2621
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,16,7604
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.42,22,4496
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,9,5955
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,20,3001
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.67,36,4205
Air_India,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,41,5624
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.42,48,3357
SpiceJet,Delhi,Morning,one,Evening,Bangalore,Economy,8.42,47,3326
AirAsia,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,43,2410
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,28,5087
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,12.08,5,10680
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,28,4205
Air_India,Delhi,Morning,one,Late_Night,Mumbai,Economy,13.25,39,6260
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,29.17,16,6403
AirAsia,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,24,4603
GO_FIRST,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,49,2410
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,11,9735
SpiceJet,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,21,5619
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.17,48,5886
Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,23,4740
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.75,33,3330
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,44,2456
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,4,10680
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,11,7423
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,39,6177
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,8,5955
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,29,4055
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.5,26,7475
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,11,9945
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,10,7530
Air_India,Delhi,Evening,one,Afternoon,Bangalore,Economy,19.67,36,4728
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,11.17,45,3090
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,32,6296
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,48,6951
SpiceJet,Delhi,Morning,one,Night,Bangalore,Economy,14.83,49,4068
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.75,20,3330
Air_India,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,23,4427
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,12,10680
Air_India,Delhi,Evening,one,Night,Bangalore,Economy,5.0,8,9840
AirAsia,Delhi,Morning,one,Night,Mumbai,Economy,11.0,11,5949
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,14,5816
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,25,4230
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,25,3253
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,30,6756
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,44,4896
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,49,7575
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,7,10523
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,18,6181
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,25,4500
Vistara,Delhi,Night,zero,Night,Mumbai,Economy,2.17,49,2476
Indigo,Delhi,Evening,one,Early_Morning,Mumbai,Economy,10.17,49,4801
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,2,14933
Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,7,13988
AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,43,5230
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,35,7575
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,19,3672
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,43,4691
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,20,4721
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,14.08,28,3621
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,1,6690
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,46,5006
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,5,7424
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,38,7838
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,19,3671
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,29,5761
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,48,6296
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.08,45,5040
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,43,3357
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.83,16,3411
Vistara,Delhi,Night,zero,Night,Mumbai,Economy,2.17,46,2476
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,6,10680
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,12,7423
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.42,5,7420
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,43,4007
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,43,6296
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,38,4501
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,34,2700
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,27,5542
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.5,7,21443
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,13.42,13,9840
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,48,4496
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,16,16210
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,10,7424
Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,9,7425
GO_FIRST,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,20,6832
GO_FIRST,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,26,4501
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,15,3133
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,49,4496
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,26,3357
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,5,14880
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.33,21,3671
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,31,6756
Indigo,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,22,2410
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,41,4233
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,6.08,28,4896
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,31,4496
Vistara,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,30,3100
AirAsia,Delhi,Afternoon,two_or_more,Late_Night,Bangalore,Economy,12.0,12,8056
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.75,21,3330
GO_FIRST,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,16,2410
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,12,7425
Vistara,Delhi,Evening,two_or_more,Evening,Bangalore,Economy,24.08,3,15336
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.17,37,6219
AirAsia,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,12,7633
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,40,4230
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,22,9120
Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,13,7425
GO_FIRST,Delhi,Late_Night,one,Early_Morning,Bangalore,Economy,5.67,27,4020
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,14.33,9,12150
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,16,4896
Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,18,5220
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,43,3090
SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,13,5955
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,43,2410
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,37,6427
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.0,35,7575
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,36,4496
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,2,17653
Air_India,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,21,2476
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,11,13314
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,13,5954
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,11,5954
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,3,11101
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.0,22,8024
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,38,2410
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,24,4721
Air_India,Delhi,Night,one,Late_Night,Bangalore,Economy,5.58,35,5842
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,10,10680
Indigo,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,43,2410
Indigo,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,25,4500
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,35,4020
AirAsia,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4499
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,24,5021
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,47,2410
Air_India,Delhi,Night,one,Afternoon,Bangalore,Economy,16.92,1,18030
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,6,10523
GO_FIRST,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,10.58,12,11311
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.42,30,4496
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.42,27,4496
Indigo,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,19,3996
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,13,12990
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.17,36,3354
Air_India,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,29,2476
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,45,5364
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,28,2476
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,31,5364
AirAsia,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,40,2409
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,9373
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,9,10838
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,27,4020
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,18,4020
Vistara,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,41,3357
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,30,3897
Air_India,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,36,3855
AirAsia,Delhi,Morning,one,Afternoon,Bangalore,Economy,5.25,32,3090
Indigo,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,16,4500
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.42,30,3609
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,49,2410
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,16,3253
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,4,12302
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.17,28,3354
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,26.67,2,17348
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.75,13,9735
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,32,5227
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,6.08,12,10680
AirAsia,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,42,4499
Indigo,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,12,6165
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,32,6084
Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,46,4500
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,42,4205
AirAsia,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,11,7423
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,5.08,30,4896
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.58,45,4007
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,13,11415
AirAsia,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.0,45,3090
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,27,4230
Vistara,Delhi,Night,one,Evening,Bangalore,Economy,22.92,32,3357
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,29,2476
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,24,3855
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,30,2410
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,29.33,29,8789
Vistara,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,25,3310
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.33,39,5227
Air_India,Delhi,Night,one,Evening,Mumbai,Economy,20.42,44,3855
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.0,49,3090
Indigo,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,27,4500
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,14,10067
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,22,4020
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,5.08,12,10680
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,18,2410
SpiceJet,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,20,5619
Indigo,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,30,4500
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,22,3090
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,35,8275
AirAsia,Delhi,Morning,one,Night,Bangalore,Economy,11.58,19,3569
Indigo,Delhi,Night,one,Morning,Bangalore,Economy,9.75,31,3302
Vistara,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,15,5021
Air_India,Delhi,Night,one,Night,Bangalore,Economy,24.5,38,6008
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,26,3100
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,29,4496
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,13,10680
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,31,3553
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,46,2568
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,29,3100
Indigo,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,29,3001
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.33,8,12150
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,18,10672
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,18,7425
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,25,4020
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,41,5227
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,38,4468
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,32,3127
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,33,5761
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,28,3354
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,13,7424
Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.25,2,8396
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,10,13830
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,6.5,28,3354
AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,29,2409
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,36,5761
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,37,4496
Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,5,7425
Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,26,4500
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,19,3090
SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,10,11624
Vistara,Delhi,Night,one,Night,Mumbai,Economy,26.42,16,5227
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,4,5954
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,6.5,29,3587
SpiceJet,Delhi,Evening,one,Afternoon,Bangalore,Economy,18.17,47,5173
AirAsia,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,16,3102
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,20,5040
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,29,5584
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,25,3100
AirAsia,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,17,2409
SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,15,2621
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,3,15665
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,36,4496
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,13.5,16,4272
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,33,3001
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,37,4691
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,29,4896
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,39,4926
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.17,14,10680
Indigo,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,42,4500
Indigo,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,27,4500
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,12.25,27,3831
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,43,2410
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,27,5542
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,13,5955
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,2,19920
SpiceJet,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,12,7425
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,2,12623
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.0,37,4272
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,38,4020
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.42,9,11153
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,38,6951
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,43,3001
Air_India,Delhi,Night,one,Night,Bangalore,Economy,24.5,29,6533
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,10,10523
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,26,4324
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,42,4496
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,42,4793
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,9,11468
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.42,49,3357
Air_India,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,37,2476
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,40,6296
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,17,4020
Air_India,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,49,6181
Air_India,Delhi,Night,one,Night,Mumbai,Economy,23.83,48,6181
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,1,6165
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,19,2700
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,7,15244
Air_India,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.67,16,6403
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,26.08,6,12222
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,10,12098
Air_India,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.08,45,4230
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,4,10672
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,14,7425
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,35,11100
AirAsia,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,30,4499
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,12,7425
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.25,32,5507
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,3,6690
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,14,9735
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,21,4674
SpiceJet,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,30,3977
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,5.83,48,3090
Air_India,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,8,5955
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,18,6148
Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,14,13410
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,31,4896
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,39,2476
AirAsia,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,24,4019
Vistara,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.83,17,17873
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,21,5231
Vistara,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,26,4896
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,14,5955
